Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,wrench.force.x,wrench.force.y,wrench.force.z,wrench.torque.x,wrench.torque.y,wrench.torque.z
1680272209.5067918,161401,1680272209,506181564,panda_K,0.7614371426385225,0.12262116495631034,0.6121688045630463,-0.22967347151287218,-0.09776942848024846,0.15410169700546364
1680272209.5078316,161402,1680272209,507324397,panda_K,0.7625721983114371,0.11915976964237199,0.6147784032698957,-0.229321886199361,-0.09731466792533727,0.1537649827777034
1680272209.5095453,161403,1680272209,509182509,panda_K,0.7623093352063572,0.11324771414054896,0.6170998943094264,-0.2285634713329791,-0.09623042976825963,0.15309009042588856
1680272209.5106754,161404,1680272209,510204569,panda_K,0.7659754067290268,0.10794083563816026,0.623176091847423,-0.22871387856553688,-0.09620833094828858,0.15277460660766143
1680272209.5123649,161405,1680272209,512209761,panda_K,0.7672602132567163,0.1051963764882285,0.6284641608376446,-0.22849492255765702,-0.09582684906332646,0.1523891146534924
1680272209.5134642,161406,1680272209,513211540,panda_K,0.7649235874729793,0.10191054706871172,0.6076786296800836,-0.2274076294137312,-0.09577476114143924,0.15171726737223698
1680272209.5156627,161407,1680272209,515246353,panda_K,0.7636670865724073,0.09282522555451928,0.5833769755502191,-0.22775049476366177,-0.0964669193500387,0.1512891764340757
1680272209.517414,161408,1680272209,517256554,panda_K,0.7680004009580625,0.0767602888265107,0.5719906933077996,-0.22993428603791863,-0.09789456903114627,0.1510506685514994
1680272209.519613,161409,1680272209,519174742,panda_K,0.7672567227700584,0.0723767314432831,0.5704095424639843,-0.23068056869449038,-0.09796016737848497,0.15089441579969162
1680272209.5207443,161410,1680272209,520189643,panda_K,0.744249031916304,0.08136236073138914,0.5807055157884612,-0.22984375750930197,-0.09366967094505835,0.1502072426720498
1680272209.5213253,161411,1680272209,521221612,panda_K,0.7323040706810721,0.08199148708084911,0.5870172092065787,-0.23023627398529195,-0.09151406893487056,0.14995491158787855
1680272209.5224392,161412,1680272209,522222243,panda_K,0.7268689774304105,0.07473527967215404,0.5891958896289187,-0.23189706093619725,-0.09079355306540807,0.1499063311942385
1680272209.524756,161413,1680272209,524241328,panda_K,0.7304992582527264,0.05200813950742064,0.5814332336447554,-0.2365261047893513,-0.09266965616372123,0.1502153016422748
1680272209.5263577,161414,1680272209,526196734,panda_K,0.7395676022008185,0.0355345857624213,0.5704212519927836,-0.24016284851303143,-0.09560126489345211,0.1506530990160042
1680272209.5274813,161415,1680272209,527218404,panda_K,0.7405330773525061,0.03267806941763912,0.5693357426173045,-0.2412660844036194,-0.09624119981003555,0.1508272471386259
1680272209.5287063,161416,1680272209,528272738,panda_K,0.7391598306494316,0.03184948323451997,0.5700631464684911,-0.2421604022704834,-0.09642087748044567,0.15100306552802834
1680272209.5303662,161417,1680272209,530265164,panda_K,0.7414511846320734,0.023703652842739897,0.5807271761556265,-0.2452540475944439,-0.09738774471166795,0.15156042687294397
1680272209.532691,161418,1680272209,532257871,panda_K,0.7352247674682197,0.021679887185465208,0.5943400045718825,-0.24737396266936584,-0.09684605368114489,0.15203164478213654
1680272209.5343645,161419,1680272209,534183862,panda_K,0.7292379404478293,0.023596809202690194,0.6139277533629528,-0.2484272308074184,-0.09585468677784706,0.15227793501901385
1680272209.5355246,161420,1680272209,535231382,panda_K,0.7263013442849916,0.02687322357542496,0.6216896219538588,-0.24822717782974227,-0.09529554384047242,0.1522777255677482
1680272209.5376983,161421,1680272209,537270647,panda_K,0.7225413808948538,0.04037109434077099,0.639872210866501,-0.24604092963416285,-0.09398428415120226,0.15195090406000666
1680272209.5394475,161422,1680272209,539179873,panda_K,0.7218032398315358,0.05649939858493169,0.6559977452712838,-0.24260744900309122,-0.09284622579607835,0.15128474604482678
1680272209.5405645,161423,1680272209,540181880,panda_K,0.724649313092365,0.06324692023485154,0.6620166669837553,-0.24079436485146896,-0.09276027490140414,0.1509116540993292
1680272209.5416443,161424,1680272209,541208913,panda_K,0.72622035753891,0.0692307042540121,0.6716429061158282,-0.23902506873818563,-0.09216696027420246,0.15049312921534538
1680272209.5434065,161425,1680272209,543209503,panda_K,0.7245746564629199,0.07484411914033287,0.6869223312729812,-0.23733098908237574,-0.09068239612766273,0.15001443701187556
1680272209.54451,161426,1680272209,544224034,panda_K,0.7170633773068702,0.08532440993247825,0.709706885250088,-0.23362738096786134,-0.0870500905850699,0.1490023154748205
1680272209.546712,161427,1680272209,546197881,panda_K,0.7009683836947057,0.0993862144794447,0.6988196782592367,-0.2283579763821773,-0.08296509985265006,0.1478853974544672
1680272209.5478323,161428,1680272209,547277889,panda_K,0.6917135159216402,0.10512429214033633,0.6969350290142257,-0.22592427512800822,-0.08043983303394718,0.1472716421584704
1680272209.5495725,161429,1680272209,549274093,panda_K,0.6676253573057728,0.11453048821636119,0.6868414344395746,-0.22121507757469588,-0.07449071667478442,0.14606050162313736
1680272209.5517688,161430,1680272209,551254958,panda_K,0.651283490866804,0.12121512619491556,0.6652388372192168,-0.2167145059850277,-0.0702465691657054,0.145145726619029
1680272209.5534816,161431,1680272209,553179681,panda_K,0.64063608812941,0.12218825247776446,0.6534841308889677,-0.21349769986441228,-0.06687164319471196,0.1444727040265868
1680272209.5546064,161432,1680272209,554214361,panda_K,0.636024998637371,0.11927074682050484,0.6429784752520442,-0.2125902350295051,-0.06579464475045098,0.14433391197450418
1680272209.5557125,161433,1680272209,555273442,panda_K,0.6309476347714741,0.11478724223148601,0.6317099451031912,-0.21214340406626547,-0.0649019021247626,0.14433796328590204
