Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1681838572.8728623,49377,1681838572,872316162,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558471687247898,0.5089960917473689,-0.4235299146656966,-2.263320937168093,0.7255338847010553,2.636581135668149,-0.8291402863612032,-0.00011273165520835976,0.0002876294691085772,0.0002820343865768946,-0.0015424046729952917,0.005264124119482461,0.0004077322912689245,-0.0003869738310633821,0.4637448787689209,-38.587554931640625,-5.634591102600098,17.36946678161621,0.7584178447723389,2.85434627532959,-0.2371833622455597
1681838572.8745425,49378,1681838572,874313917,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.555855159656578,0.5090018851282863,-0.42352998685330867,-2.263318133329496,0.7255428175004773,2.636579726298019,-0.8291502529186774,-0.0020915716497330364,0.0014224423376409268,-0.0012674572138815995,-0.00011121925780067517,0.005851379858894988,-0.0009084522708694596,-0.0020968329370899988,0.5391232967376709,-38.639129638671875,-5.634591102600098,17.34169578552246,0.7520091533660889,2.86716365814209,-0.2179572880268097
1681838572.8756626,49379,1681838572,875382465,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558495571600011,0.5089987666610797,-0.42353353198205457,-2.263320669355544,0.7255442934906863,2.636580492787266,-0.8291533123360216,-0.00032564644415599016,0.00030624393020255695,-0.002770865042106119,-0.0007419051736734635,0.004793247623063176,6.528139538786489e-05,-0.0023417339756409165,0.4875485897064209,-38.615325927734375,-5.559212684631348,17.36946678161621,0.7520091533660889,2.86075496673584,-0.2042243778705597
1681838572.877957,49380,1681838572,877374238,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558504287762911,0.5090009498370222,-0.4235315442161571,-2.263318103572546,0.725551206593041,2.6365794370732116,-0.8291547879294654,-0.00012796904093831992,0.00017336047157196185,-0.0003823831765532345,0.00047794425181516963,0.003935895886697649,-0.000793742855204696,-0.002129198946364299,0.5113523006439209,-38.615325927734375,-5.610787391662598,17.34169578552246,0.7712352275848389,2.86075496673584,-0.2243659794330597
1681838572.8804023,49381,1681838572,879685293,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558540458040484,0.5090004904018662,-0.4235314291625026,-2.263316955661073,0.725558791783543,2.636577200495392,-0.8291610918193071,-0.0011835264398074856,-0.00010582135286884864,4.107007132920224e-06,0.0007917556600322762,0.004518981919916118,-0.0016138635152767385,-0.002753272927429345,0.5629270076751709,-38.615325927734375,-5.586983680725098,17.31789207458496,0.7520091533660889,2.86075496673584,-0.2106330692768097
1681838572.8815055,49382,1681838572,881273767,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558551309428238,0.5090032871309881,-0.42353332433432095,-2.263313905470394,0.7255660815723852,2.6365790712630037,-0.8291676677069801,-0.0005063244911685653,0.00032749726177804656,0.0004353139977480189,0.0011365347771337229,0.0030196702248050634,-0.00119115056775861,-0.004028662529619186,0.5391232967376709,-38.615325927734375,-5.586983680725098,17.26631736755371,0.7584178447723389,2.86075496673584,-0.2042243778705597
1681838572.8826375,49383,1681838572,882314845,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558590745427002,0.508996487884024,-0.4235295935575047,-2.2633229244608275,0.7255675568558331,2.6365792642288235,-0.829166529001969,-0.0014980630184264437,-0.001289530816544656,0.0014562103551632776,-0.0027200037994719586,0.0014633974702469678,-0.0006444944666535857,-0.0032550124851427847,0.5906980037689209,-38.539947509765625,-5.610787391662598,17.39327049255371,0.7584178447723389,2.86716365814209,-0.2179572880268097
1681838572.8837578,49384,1681838572,883351728,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558534438530269,0.5090035978786683,-0.42353283289870675,-2.2633188991205078,0.7255697122112137,2.6365844342843867,-0.8291737660713359,0.00026732188346643244,0.0012771271486600763,-4.117668176218444e-07,-0.0004900997408088695,0.0019133060988712706,0.0004722757356572517,-0.0048186515150823225,0.5113523006439209,-38.615325927734375,-5.586983680725098,17.34169578552246,0.7712352275848389,2.85434627532959,-0.1849983036518097
1681838572.8865793,49385,1681838572,886277057,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558547743226255,0.5089960636566611,-0.42353485808460517,-2.2633188267323097,0.7255838102839711,2.636580092810934,-0.8291746126018473,-0.0008247171832926685,-0.0007049126017337085,-0.0007139306633721369,-0.00018292192493679242,0.003711510160841942,-3.433377213572775e-05,-0.0026765471645563144,0.5391232967376709,-38.539947509765625,-5.559212684631348,17.34169578552246,0.7648265361785889,2.86716365814209,-0.2179572880268097
1681838572.8876877,49386,1681838572,887288553,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-0.5558554021694135,0.5089966921565693,-0.423533474237904,-2.263318818689177,0.7255945802990661,2.6365805364539794,-0.8291767631667198,-0.00025004595054338983,-0.0008176182830857014,0.00011501137675890718,-0.0007823853975223626,0.004610746724652831,0.0004762892447534368,-0.0025503388111740837,0.5391232967376709,-38.512176513671875,-5.586983680725098,17.34169578552246,0.7584178447723389,2.86075496673584,-0.2042243778705597
