Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,velocity_0,velocity_1,effort_0,effort_1
1681838954.616674,6234,1681838954,616582338,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023319218307733536,0.023319218307733536,0.0,0.0,0.0,0.0
1681838954.7167382,6235,1681838954,716604577,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023316264152526855,0.023316264152526855,0.0,0.0,0.0,0.0
1681838954.8166752,6236,1681838954,816580298,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023316264152526855,0.023316264152526855,0.0,0.0,0.0,0.0
1681838954.8833134,6237,1681838954,883246262,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023312652483582497,0.023312652483582497,0.0,0.0,0.0,0.0
1681838954.9166987,6238,1681838954,916593115,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023312652483582497,0.023312652483582497,0.0,0.0,0.0,0.0
1681838954.9833567,6239,1681838954,983282898,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023312652483582497,0.023312652483582497,0.0,0.0,0.0,0.0
1681838955.0166986,6240,1681838955,16580165,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023312652483582497,0.023312652483582497,0.0,0.0,0.0,0.0
1681838955.2167916,6241,1681838955,216700272,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023309368640184402,0.023309368640184402,0.0,0.0,0.0,0.0
1681838955.3833814,6242,1681838955,383263019,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023307397961616516,0.023307397961616516,0.0,0.0,0.0,0.0
1681838955.4166644,6243,1681838955,416600329,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023307397961616516,0.023307397961616516,0.0,0.0,0.0,0.0
1681838955.5166802,6244,1681838955,516600282,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023307397961616516,0.023307397961616516,0.0,0.0,0.0,0.0
1681838955.616644,6245,1681838955,616579952,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023307397961616516,0.023307397961616516,0.0,0.0,0.0,0.0
1681838955.7166815,6246,1681838955,716579551,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023307397961616516,0.023307397961616516,0.0,0.0,0.0,0.0
1681838955.7832696,6247,1681838955,783206486,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023304443806409836,0.023304443806409836,0.0,0.0,0.0,0.0
1681838955.816711,6248,1681838955,816594890,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023304443806409836,0.023304443806409836,0.0,0.0,0.0,0.0
1681838955.8833184,6249,1681838955,883246978,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023304443806409836,0.023304443806409836,0.0,0.0,0.0,0.0
1681838955.9166472,6250,1681838955,916583129,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023304443806409836,0.023304443806409836,0.0,0.0,0.0,0.0
1681838956.1166506,6251,1681838956,116580952,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023303786292672157,0.023303786292672157,0.0,0.0,0.0,0.0
1681838956.2833066,6252,1681838956,283225620,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023302800953388214,0.023302800953388214,0.0,0.0,0.0,0.0
1681838956.316675,6253,1681838956,316585774,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023302800953388214,0.023302800953388214,0.0,0.0,0.0,0.0
1681838956.4166634,6254,1681838956,416583776,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023302800953388214,0.023302800953388214,0.0,0.0,0.0,0.0
1681838956.5166833,6255,1681838956,516583480,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023302800953388214,0.023302800953388214,0.0,0.0,0.0,0.0
1681838956.6167073,6256,1681838956,616597044,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023302800953388214,0.023302800953388214,0.0,0.0,0.0,0.0
1681838956.683337,6257,1681838956,683248747,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02330181747674942,0.02330181747674942,0.0,0.0,0.0,0.0
1681838956.7166717,6258,1681838956,716581209,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02330181747674942,0.02330181747674942,0.0,0.0,0.0,0.0
1681838956.7833476,6259,1681838956,783251271,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02330181747674942,0.02330181747674942,0.0,0.0,0.0,0.0
1681838956.8166945,6260,1681838956,816593134,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02330181747674942,0.02330181747674942,0.0,0.0,0.0,0.0
1681838957.0167131,6261,1681838957,16585284,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300832137465477,0.023300832137465477,0.0,0.0,0.0,0.0
1681838957.1834362,6262,1681838957,183345158,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300502449274063,0.023300502449274063,0.0,0.0,0.0,0.0
1681838957.2166774,6263,1681838957,216583938,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300502449274063,0.023300502449274063,0.0,0.0,0.0,0.0
1681838957.3166869,6264,1681838957,316599962,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300502449274063,0.023300502449274063,0.0,0.0,0.0,0.0
1681838957.4166427,6265,1681838957,416579632,,"['panda_finger_joint1', 'panda_finger_joint2']",0.0233001746237278,0.0233001746237278,0.0,0.0,0.0,0.0
1681838957.516725,6266,1681838957,516607882,,"['panda_finger_joint1', 'panda_finger_joint2']",0.0233001746237278,0.0233001746237278,0.0,0.0,0.0,0.0
1681838957.583317,6267,1681838957,583248634,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300502449274063,0.023300502449274063,0.0,0.0,0.0,0.0
1681838957.6166852,6268,1681838957,616583651,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300502449274063,0.023300502449274063,0.0,0.0,0.0,0.0
1681838957.6835005,6269,1681838957,683259158,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300502449274063,0.023300502449274063,0.0,0.0,0.0,0.0
1681838957.7166471,6270,1681838957,716580897,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023300502449274063,0.023300502449274063,0.0,0.0,0.0,0.0
1681838957.9166925,6271,1681838957,916581954,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023299846798181534,0.023299846798181534,0.0,0.0,0.0,0.0
1681838958.083274,6272,1681838958,83209978,,"['panda_finger_joint1', 'panda_finger_joint2']",0.0233001746237278,0.0233001746237278,0.0,0.0,0.0,0.0
1681838958.116683,6273,1681838958,116585640,,"['panda_finger_joint1', 'panda_finger_joint2']",0.0233001746237278,0.0233001746237278,0.0,0.0,0.0,0.0
1681838958.2166665,6274,1681838958,216583297,,"['panda_finger_joint1', 'panda_finger_joint2']",0.0233001746237278,0.0233001746237278,0.0,0.0,0.0,0.0
