Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1681838954.585419,278606,1681838954,584783660,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.05554942683704516,0.8886939664507945,-1.0902076031021146,-2.247855297722372,1.4478097637361078,2.2405225863231792,-1.2793164653048874,0.0006400923004389737,0.00015691968996520524,0.00027792242740566,0.0009251613734761858,0.0001000452272143953,-0.0002892272667220887,-0.002188879504203453,0.8168332576751709,-29.200958251953125,-20.35321807861328,11.117024421691895,1.0724437236785889,1.6714848279953003,-0.1117561087012291
1681838954.5878975,278607,1681838954,587755077,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.05555182337427101,0.8886950425051956,-1.09020794450476,-2.2478574130783504,1.4478136314887204,2.2405210708414542,-1.2793172229656216,0.0017711808856638231,0.0008771304644222,-0.0006456013983917032,-0.0006355129094885742,0.001743354443884511,-0.0006303830128462417,-0.0008779874644432376,0.7930295467376709,-29.177154541015625,-20.35321807861328,11.117024421691895,1.0458934307098389,1.6843022108078003,-0.1053474172949791
1681838954.590171,278608,1681838954,589731790,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.05555013423871912,0.8886914273795133,-1.0902097388536647,-2.2478595081306305,1.4478136621320885,2.2405218284960084,-1.2793155994083332,0.000805262946677065,-0.00028798437420578336,-0.0012170895453744647,-0.00079138813009172,0.0018211947736653906,4.4088317022076466e-05,-0.0006464131738183903,0.8168332576751709,-29.125579833984375,-20.32941436767578,11.144795417785645,1.0394847393035889,1.6778935194015503,-0.1190803274512291
1681838954.591295,278609,1681838954,590804730,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.05555013683707238,0.8886930424031936,-1.090211104684659,-2.2478552047965286,1.4478123945013017,2.2405203131752383,-1.2793164653055682,0.0006336928800836286,0.0005323397911819171,-0.0012659974076832956,0.0005284132050541428,0.0019189487447501083,-0.0005399096397746728,-0.0006380541459666154,0.8168332576751709,-29.177154541015625,-20.30164337158203,11.117024421691895,1.0587108135223389,1.6907109022140503,-0.1117561087012291
1681838954.592982,278610,1681838954,592742674,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.055551849574333005,0.8886903433348196,-1.0902115816298903,-2.247857244741246,1.4478075963358636,2.2405218284953436,-1.2793155994083358,0.0011650930934225152,-0.0003748361495426367,-0.0009411545999240868,-0.00011910319547231475,0.000781668656675667,0.0007168874518221635,0.00029794673885744267,0.7930295467376709,-29.149383544921875,-20.30164337158203,11.117024421691895,1.0724437236785889,1.6778935194015503,-0.1190803274512291
1681838954.594532,278611,1681838954,593889284,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.0555531373227378,0.8886890212121176,-1.0902079311386739,-2.247855184396581,1.4478070512961507,2.2405226261923197,-1.2793164653055686,0.0015049062961574914,-0.0009716829840656906,0.00015033034203996024,-0.00039547791481010916,-7.142634278609197e-05,0.00025526601210340224,0.00016863241285620804,0.7652585506439209,-29.125579833984375,-20.35321807861328,11.117024421691895,1.0651195049285889,1.6980351209640503,-0.1117561087012291
1681838954.5962758,278612,1681838954,595769766,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.055550058239565096,0.8886891726796055,-1.0902097373685438,-2.2478610431763424,1.447812425892862,2.240522181708028,-1.279314841747377,0.00014801245122404537,-0.00040228974088456844,-0.0010334344948928025,-0.0010965720474724393,-5.039799469128039e-05,0.000977243131606781,0.0007895413962136942,0.8168332576751709,-29.097808837890625,-20.32941436767578,11.168599128723145,1.0458934307098389,1.6778935194015503,-0.1254890263080597
1681838954.597944,278613,1681838954,597791800,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.055550128392721936,0.8886866034617117,-1.090206878962578,-2.2478590397488136,1.4478087544695886,2.240520050442967,-1.2793140840872987,0.0001959273457371437,-0.00015304187065824697,9.764791222603334e-05,-0.0005077482123077473,-0.0014949232002891427,-1.2621202083828726e-05,0.0005679958688439397,0.8168332576751709,-29.097808837890625,-20.32941436767578,11.168599128723145,1.0523021221160889,1.6843022108078003,-0.1318977177143097
1681838954.6001773,278614,1681838954,599751935,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.05555184675954952,0.8886846768394893,-1.0902070038522738,-2.2478570901195,1.4478092693160676,2.2405207307044823,-1.279318778322724,0.0006481612426643475,-0.0011657327322362504,0.0006551168042393809,0.00036567695402302,-0.0019343393052255729,-8.587037001384553e-05,-0.0012930020274990197,0.7930295467376709,-29.074005126953125,-20.35321807861328,11.144795417785645,1.0458934307098389,1.6843022108078003,-0.1190803274512291
1681838954.6019015,278615,1681838954,601790991,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",0.05554942676492192,0.888688986225431,-1.0902094005914054,-2.2478567261177296,1.44780948087482,2.2405203005777263,-1.2793121225855304,-0.0002326326370085055,0.0009088159654701953,-0.0006109104102521597,0.0008629452304820702,0.00031323974745740737,5.362389549492879e-05,0.0001045783011855603,0.8168332576751709,-29.125579833984375,-20.30164337158203,11.168599128723145,1.0523021221160889,1.6907109022140503,-0.1584480106830597
