q0,q1,q2,q3,q4,q5,q6,qd0,qd1,qd2,qd3,qd4,qd5,qd6
1.3719985,0.926554,-0.3980746,-2.7746274,2.4983747,3.1534104,-0.85582834,0.17917132,-0.1500672,0.026805641,-0.200802,0.04455528,0.16819422,-0.02755806
