joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,collision
-1.2399196350251167,1.7745627826530377,-1.9263995167230337,-0.5488299366235001,2.9359969059906406,1.774781670214618,-1.0336456429200511,0.03131913883190251,0.03429813662327858,0
1.7000681404610183,-0.41588868351543584,-0.28134082280257067,-0.4839139944429416,-1.5019554834981055,1.4728550938625222,0.6669416945941715,0.019640213369175232,0.007783220107798368,0
-1.7928378783993362,-1.8297211256331145,0.5740478743276225,-0.37943044743105725,2.6864403410177355,2.4934032933541324,-1.373307399550928,0.0258204138519515,0.018033189559497526,0
-0.7719981138963381,0.02310091203588227,-1.0723834655781095,-2.280552848339238,2.8462884379194473,3.2757982434363644,0.5472039488571725,0.017031592703004438,0.017961734299553212,0
-2.873890240462514,0.03696935477578123,-2.4606554793824182,-2.3350637073845184,-0.31182542491779097,3.191668720583135,-0.9125847096039856,0.010163272176572029,0.023755014022501148,0
2.2759694122705905,1.7141176803269713,2.3295954476517315,-0.9595536477519477,0.30257461222265736,1.4342919632184745,0.1396603781629362,0.03071390699970444,0.020354760247809148,0
1.9375232893296794,1.1617934219915143,-2.3059082675418705,-1.2538868652895505,-2.7438390984700893,2.5981725933154056,-2.1176157752910805,0.01350992538262812,0.002093858514278986,0
-0.9894128857830649,0.5345952219442831,-1.6251416586943304,-0.8075853857633364,-1.1958753692625865,1.6824245421604862,1.711697792450217,0.007269885436990267,0.03213167942908074,0
-0.6369251028858067,-0.3786373934394698,-0.6375628252768233,-1.6578848649862545,-2.8359763678050274,0.031684980029055496,1.1661276020012594,0.026401202464796582,0.003658003195169464,0
-0.9366158884597882,-0.5104512844166311,-2.5360591552922123,-3.1015734396592007,1.4220336196371277,3.393260945130113,0.2580530592175121,0.006661978725184525,0.009290010963973968,0
-0.020064455693635797,1.44773308398367,-2.621014162756156,-1.4216386410508037,-0.841391404954539,0.3450756147205703,-0.48685060166457506,0.03493759140112494,0.011626726078969264,0
-2.2742016539658496,-0.7860054476386038,2.531906992574981,-2.1041942120696286,0.7608032533454838,1.349232787815307,1.8320830387520783,0.01884943781816969,0.011446298059544313,0
0.13218739120159784,1.1944722547212965,-2.8212517838926563,-1.5148029906602025,-0.9546076289246415,1.719153343725667,-1.5293931661263147,0.027587401457025106,0.02011012242365495,0
1.7848087931237564,-0.5974173397667379,1.109864667976313,-1.0086232010294998,-1.6760330186974353,3.363425675538061,2.0576255866386703,0.015280215773693585,0.03169660059958383,0
-2.507117581197069,1.5061039475117475,0.8027444234909238,-1.1705056469407853,-2.274774134952935,1.0155332772461636,-2.9585230739150337,0.026804544964516057,0.03904741328072293,0
-1.5684424242235837,-0.03567190902465067,1.94141720841314,-1.6143310176509882,1.244982662474572,0.983163253480552,-2.7103425153905727,0.015105893856632822,0.03775159495292824,0
-0.9555282923866932,0.8397702255555044,-0.26654812518836835,-1.6888723510011685,-2.246306721478066,1.801525909002448,-2.2739074972733335,0.015404161545669473,0.026513814583034874,0
0.9550477470019176,0.6553702157746668,-1.964137134599432,-2.4180580094638713,0.6827278120967772,3.6392046019147304,-0.7785434833606923,0.013450323573052323,0.029916173544811353,0
0.21846180267431636,-1.1819622100343041,-2.7584440007644564,-2.2378041487208553,2.0406432779829076,-0.024169329055616195,1.7619527478980497,0.027547308750342628,0.017274345284154013,0
-0.4612345111078673,1.6414651306039392,0.5527572945093455,-1.1267800570893005,-2.845962898814376,3.222871573401492,1.1724824876856856,0.021202747039129572,0.0030626518387464998,0
0.18081792793645457,1.76807407448385,2.1976324025854255,-1.0889232175101866,0.8220433696752423,3.65026910546143,0.6696577832154893,0.009954866668268525,0.039722753561116576,0
-0.7961505880065984,0.708844169915009,-0.8726624995985026,-0.9810219748391775,0.43173519825404183,3.4657699903557435,-0.6607500208012178,0.03468285178105161,0.036935841658615694,0
2.018351746988173,0.7697112902539123,-0.9047145550361919,-1.1955274255647024,2.273613711921097,0.08943057042717688,1.6931441217373933,0.03141399848246583,0.030563283567283866,0
-2.8195861917429204,1.225799148143161,-1.1664079008093762,-2.380922081313894,1.3511148075735995,1.4105229932599053,-0.7119498363868635,0.014777192696473263,0.03881863128336375,0
0.09874094039022197,-1.3494734475472023,2.329111723127507,-0.8273939238289962,-1.3020036545664544,2.6021827098459074,-2.6600960903946733,0.0166957291944266,0.02632886591846151,0
-1.5384192836175485,-0.8992707764567262,-1.2736216237480793,-1.3674321192959933,-0.8113568826058208,2.819876922820728,0.6061549746647161,0.029721973747776333,0.029331218630644276,0
1.5012630437599133,-1.7436518617666175,-1.1728943327724497,-1.3061469898860094,-2.226499538798421,2.0703854241063318,1.528383984819802,0.03662971240736687,0.016552654077471692,0
1.9415280780866655,-0.5628398502786731,-1.7491963079842645,-1.8344174099989516,-2.167899422605386,1.9088430892159178,-0.002227013368038211,0.005471999312282376,0.017925612087118913,0
-0.5088304803596664,-1.09497865098963,-0.30630691699558277,-2.134828339295667,2.8000684016610893,3.4266649428812723,1.750166498693837,0.019078128108728755,0.03704733119946161,0
-2.8646883155841993,0.07231006285749886,-1.824070726272493,-1.1877235942885278,1.062745541880871,1.2300063860433812,0.5873667078514746,0.027148117058872004,0.030851874619157227,0
1.72898501154264,-1.3929527931401142,0.6001771464674412,-1.4065523917467353,-1.6621187012422565,2.5450789690292535,0.562009072945973,0.002733267544320519,0.001736946007023379,0
