Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,wrench.force.x,wrench.force.y,wrench.force.z,wrench.torque.x,wrench.torque.y,wrench.torque.z
1680272323.0233607,230620,1680272323,23140405,panda_K,0.24023596719468945,-0.583385049168971,0.07488607469503306,-0.07598752525089827,0.1718190622790126,0.23130290120052174
1680272323.0255976,230621,1680272323,25112898,panda_K,0.2412758193737407,-0.5722815369049551,0.07461272487554588,-0.07152793919306699,0.1738150581316854,0.230025837878411
1680272323.0273423,230622,1680272323,27163856,panda_K,0.24178082580814625,-0.5599948431893134,0.0783568860049999,-0.06749666833833504,0.17573755389043355,0.22888322061501332
1680272323.0295522,230623,1680272323,29154789,panda_K,0.2331815777929417,-0.5556387145516783,0.06576027095200265,-0.06511743444519946,0.17800925683339508,0.22801785319426282
1680272323.0313025,230624,1680272323,31093908,panda_K,0.2253989963059387,-0.557778930747209,0.06283552706725432,-0.06456678910546929,0.179938116186678,0.22744959829059658
1680272323.032377,230625,1680272323,32147963,panda_K,0.2231920134692828,-0.5619778556990208,0.06083651832177517,-0.06511801243348225,0.18029674400282542,0.22734251924418752
1680272323.0345857,230626,1680272323,34090073,panda_K,0.21817764481622365,-0.5684494847555299,0.05982308944489634,-0.06630584697590522,0.18114298779280175,0.22724020919121182
1680272323.0362802,230627,1680272323,36118780,panda_K,0.21392157210749624,-0.5715961265846103,0.053924092552419756,-0.06712430409635103,0.18141157676091885,0.22733005619853164
1680272323.037512,230628,1680272323,37129706,panda_K,0.19854861678131516,-0.5801762265708851,0.03024540457270586,-0.06960224529577,0.18204756903275335,0.22779813320055814
1680272323.0386138,230629,1680272323,38166394,panda_K,0.18841752957750604,-0.5835871791334893,0.020764406784054112,-0.07090898611032556,0.18280470313437713,0.22806354375726196
1680272323.04028,230630,1680272323,40167012,panda_K,0.17066930917438133,-0.5919419109063828,0.005895486271293049,-0.07396303857479275,0.18397516622744717,0.2286867090587514
1680272323.0426369,230631,1680272323,42079399,panda_K,0.15722592586261985,-0.6027226334154382,-0.011931935563339602,-0.0775087502802197,0.18408956810469934,0.22949690663595004
