Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,velocity_0,velocity_1,effort_0,effort_1
1681838768.2833683,3747,1681838768,283254160,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838768.3167229,3748,1681838768,316586942,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838768.383373,3749,1681838768,383209923,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838768.4166725,3750,1681838768,416585579,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838768.5833411,3751,1681838768,583250175,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838768.6167417,3752,1681838768,616604284,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838768.7833197,3753,1681838768,783252580,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838768.8166683,3754,1681838768,816594315,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838768.9166589,3755,1681838768,916583582,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838768.983347,3756,1681838768,983249180,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838769.0166395,3757,1681838769,16582108,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838769.0833528,3758,1681838769,83247042,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838769.1166651,3759,1681838769,116582532,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838769.3166604,3760,1681838769,316582676,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.416668,3761,1681838769,416582101,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.483329,3762,1681838769,483249332,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.5166914,3763,1681838769,516582108,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.5833347,3764,1681838769,583252539,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.6166477,3765,1681838769,616585836,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.683342,3766,1681838769,683251459,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.716693,3767,1681838769,716601921,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.7833128,3768,1681838769,783249970,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838769.8167193,3769,1681838769,816582432,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838770.016671,3770,1681838770,16601896,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.0833151,3771,1681838770,83247589,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.116664,3772,1681838770,116584188,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.1833444,3773,1681838770,183248830,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.2166991,3774,1681838770,216598580,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.383362,3775,1681838770,383253420,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.4166536,3776,1681838770,416588372,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.4833484,3777,1681838770,483254416,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.5166616,3778,1681838770,516583503,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.7166722,3779,1681838770,716585052,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.8166533,3780,1681838770,816582666,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838770.9166896,3781,1681838770,916605217,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838771.016658,3782,1681838771,16581629,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838771.2167869,3783,1681838771,216686948,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838771.383329,3784,1681838771,383250334,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947320878505707,0.023947320878505707,0.0,0.0,0.0,0.0
1681838771.4166865,3785,1681838771,416586939,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947320878505707,0.023947320878505707,0.0,0.0,0.0,0.0
1681838771.5833516,3786,1681838771,583249826,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838771.6166763,3787,1681838771,616579968,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947976529598236,0.023947976529598236,0.0,0.0,0.0,0.0
1681838771.7833023,3788,1681838771,783231219,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838771.8167758,3789,1681838771,816595747,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838771.9166858,3790,1681838771,916584243,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838772.0166628,3791,1681838772,16594374,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838772.1167789,3792,1681838772,116586078,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02394764870405197,0.02394764870405197,0.0,0.0,0.0,0.0
1681838772.1833568,3793,1681838772,183248424,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947320878505707,0.023947320878505707,0.0,0.0,0.0,0.0
1681838772.2166867,3794,1681838772,216600030,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947320878505707,0.023947320878505707,0.0,0.0,0.0,0.0
1681838772.2833612,3795,1681838772,283254401,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947320878505707,0.023947320878505707,0.0,0.0,0.0,0.0
1681838772.3166509,3796,1681838772,316554651,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023947320878505707,0.023947320878505707,0.0,0.0,0.0,0.0
1681838772.4833653,3797,1681838772,483254666,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838772.5167296,3798,1681838772,516587057,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838772.6833537,3799,1681838772,683249102,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838772.7167,3800,1681838772,716594219,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838772.816663,3801,1681838772,816584455,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838772.8833244,3802,1681838772,883249540,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838772.9166567,3803,1681838772,916587533,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838772.9833512,3804,1681838772,983250620,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838773.0167027,3805,1681838773,16584698,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
1681838773.1166513,3806,1681838773,116580713,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023946991190314293,0.023946991190314293,0.0,0.0,0.0,0.0
