Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,wrench.force.x,wrench.force.y,wrench.force.z,wrench.torque.x,wrench.torque.y,wrench.torque.z
1681838815.9515586,196243,1681838815,951039679,panda_K,1.2441315284150605,-0.8016214072782447,-2.388732561513324,-0.09349882553948895,1.207545080060055,-0.005154920212018519
1681838815.9526937,196244,1681838815,952046718,panda_K,1.24024078537327,-0.8043503037308597,-2.391898339569276,-0.09398224613249273,1.2084442721373014,-0.005226525538793734
1681838815.9544132,196245,1681838815,954000491,panda_K,1.2282272010305777,-0.811013955414258,-2.403393335018167,-0.09470970499537695,1.2105906568049647,-0.005176287817598399
1681838815.9555287,196246,1681838815,955073454,panda_K,1.2240872343205944,-0.8158719571653635,-2.408524104977557,-0.0952998284750209,1.2109101418466628,-0.004974673853985564
1681838815.9572036,196247,1681838815,957124898,panda_K,1.227018428882027,-0.8244955582178859,-2.4077389788152264,-0.09684513885373713,1.2089212428041503,-0.0042284388841316075
1681838815.959448,196248,1681838815,959058789,panda_K,1.2289371297364966,-0.8252775133963819,-2.399638534415408,-0.09742332951710311,1.2073070067820741,-0.0035361090342251413
1681838815.961121,196249,1681838815,961067804,panda_K,1.229194881642695,-0.824847023384515,-2.4011610961167564,-0.09729242385762871,1.2070989531924163,-0.003319206173340857
1681838815.963346,196250,1681838815,963048757,panda_K,1.2378270574030141,-0.8268953092232096,-2.4094470947546505,-0.0974656820564596,1.2060917492423546,-0.0031262076442157014
1681838815.96446,196251,1681838815,964060234,panda_K,1.2381927411081342,-0.8284898466763846,-2.406091693802273,-0.09791292350864784,1.2061111598149634,-0.0032118709779213597
1681838815.9661663,196252,1681838815,966036435,panda_K,1.2234163280104926,-0.8306311252376996,-2.401774349253622,-0.09828108914388031,1.2091820918372627,-0.00367209157321076
1681838815.968413,196253,1681838815,968013034,panda_K,1.2134663902233425,-0.8325509821192746,-2.397526494831768,-0.09871371639356705,1.211170799443364,-0.003976087338046975
1681838815.9700837,196254,1681838815,970004998,panda_K,1.2201450648699672,-0.843149908806595,-2.4025509263151443,-0.10022981620923592,1.2102227475689509,-0.003941774291067601
1681838815.9711857,196255,1681838815,971018217,panda_K,1.225734642091456,-0.8509147036328474,-2.4033953355238835,-0.10138927260303947,1.2089884785307234,-0.0037741278139603253
1681838815.9734285,196256,1681838815,973001572,panda_K,1.2349871810715503,-0.861531447226094,-2.3924812981442978,-0.10334155811175343,1.2059479940799038,-0.0031948763913525555
1681838815.9745402,196257,1681838815,974022798,panda_K,1.238783363518677,-0.8650160718165367,-2.389419974345871,-0.10390434628820168,1.2046933648277498,-0.0029118107803707115
