Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,velocity_0,velocity_1,effort_0,effort_1
1681838988.0833097,6692,1681838988,83247171,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291965946555138,0.023291965946555138,0.0,0.0,0.0,0.0
1681838988.116664,6693,1681838988,116583358,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291965946555138,0.023291965946555138,0.0,0.0,0.0,0.0
1681838988.2167099,6694,1681838988,216591894,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291965946555138,0.023291965946555138,0.0,0.0,0.0,0.0
1681838988.283314,6695,1681838988,283249058,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838988.3166664,6696,1681838988,316582436,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838988.383322,6697,1681838988,383252899,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838988.4166653,6698,1681838988,416583904,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838988.4833183,6699,1681838988,483248962,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291965946555138,0.023291965946555138,0.0,0.0,0.0,0.0
1681838988.5166774,6700,1681838988,516578802,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291965946555138,0.023291965946555138,0.0,0.0,0.0,0.0
1681838988.5833185,6701,1681838988,583249396,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291965946555138,0.023291965946555138,0.0,0.0,0.0,0.0
1681838988.616688,6702,1681838988,616598742,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291965946555138,0.023291965946555138,0.0,0.0,0.0,0.0
1681838988.716628,6703,1681838988,716557003,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838988.783421,6704,1681838988,783254092,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838988.8167293,6705,1681838988,816591853,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838988.9166532,6706,1681838988,916581226,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838988.9833443,6707,1681838988,983248569,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.0167112,6708,1681838989,16578478,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.0833256,6709,1681838989,83253201,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.116667,6710,1681838989,116579211,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.1833606,6711,1681838989,183246447,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.216676,6712,1681838989,216583915,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.283325,6713,1681838989,283246448,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.3166966,6714,1681838989,316578491,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.516644,6715,1681838989,516580099,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.6166472,6716,1681838989,616579906,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.6833267,6717,1681838989,683246238,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.7166908,6718,1681838989,716597282,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.7833111,6719,1681838989,783245483,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.8167207,6720,1681838989,816584451,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.8833585,6721,1681838989,883251086,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.916688,6722,1681838989,916611128,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838989.983361,6723,1681838989,983257596,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838990.0166929,6724,1681838990,16579301,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838990.2166436,6725,1681838990,216580103,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838990.383319,6726,1681838990,383246140,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838990.4167113,6727,1681838990,416597183,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838990.5166898,6728,1681838990,516581176,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
1681838990.5833163,6729,1681838990,583247504,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838990.6166546,6730,1681838990,616581516,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838990.683332,6731,1681838990,683248118,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838990.7167284,6732,1681838990,716612355,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838990.88331,6733,1681838990,883248426,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838990.916642,6734,1681838990,916578716,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838991.0833187,6735,1681838991,83247997,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838991.1167114,6736,1681838991,116599971,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838991.2166524,6737,1681838991,216579189,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838991.316671,6738,1681838991,316578559,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838991.416696,6739,1681838991,416580695,,"['panda_finger_joint1', 'panda_finger_joint2']",0.02329131029546261,0.02329131029546261,0.0,0.0,0.0,0.0
1681838991.483316,6740,1681838991,483247137,,"['panda_finger_joint1', 'panda_finger_joint2']",0.023291638121008873,0.023291638121008873,0.0,0.0,0.0,0.0
