time,dist,gamma
0.001,0.06793494779562943,17.646312713623047
0.002,0.06793488992807953,17.644550323486328
0.003,0.06793480317277524,17.642963409423828
0.004,0.06793468763699935,17.64136505126953
0.005,0.0679345434835472,17.63982391357422
0.006,0.06793437093008783,17.638328552246094
0.007,0.06793417024853593,17.636775970458984
0.008,0.06793394176440319,17.635141372680664
0.009000000000000001,0.06793368585612623,17.633590698242188
0.010000000000000002,0.06793340295437715,17.632118225097656
0.011000000000000003,0.06793309354135488,17.630573272705078
0.012000000000000004,0.06793275815006478,17.62902069091797
0.013000000000000005,0.06793239736358728,17.62743377685547
0.014000000000000005,0.06793201181433677,17.625898361206055
0.015000000000000006,0.06793160218331525,17.624370574951172
0.016000000000000007,0.06793116919936126,17.622821807861328
0.017000000000000008,0.06793071363839837,17.621246337890625
0.01800000000000001,0.0679302363226784,17.61974334716797
0.01900000000000001,0.06792973812003117,17.618215560913086
0.02000000000000001,0.06792921994311207,17.616647720336914
0.02100000000000001,0.06792868274865695,17.615066528320312
0.022000000000000013,0.06792812753673937,17.613407135009766
0.023000000000000013,0.06792755535003392,17.611717224121094
0.024000000000000014,0.06792696727308889,17.609996795654297
0.025000000000000015,0.06792636443160259,17.60830307006836
0.026000000000000016,0.06792574799171211,17.606687545776367
0.027000000000000017,0.06792511915928733,17.6050968170166
0.028000000000000018,0.06792447917923904,17.603511810302734
0.02900000000000002,0.06792382933483271,17.601974487304688
0.03000000000000002,0.06792317094701583,17.6004581451416
0.03100000000000002,0.06792250537375524,17.598913192749023
0.03200000000000002,0.0679218340093849,17.597352981567383
0.03300000000000002,0.0679211582839677,17.59576416015625
0.03400000000000002,0.06792047966266497,17.594173431396484
0.035000000000000024,0.06791979964512199,17.592571258544922
0.036000000000000025,0.0679191197648626,17.590946197509766
0.037000000000000026,0.06791844158869588,17.589248657226562
0.03800000000000003,0.06791776672281656,17.587539672851562
0.03900000000000003,0.06791709681747984,17.58584976196289
0.04000000000000003,0.06791643355460095,17.584199905395508
0.04100000000000003,0.06791577864735648,17.582500457763672
0.04200000000000003,0.06791513383977503,17.580768585205078
0.04300000000000003,0.06791450090633273,17.579090118408203
0.04400000000000003,0.06791388165155282,17.577392578125
0.04500000000000003,0.06791327790961303,17.57558822631836
0.046000000000000034,0.06791269154395708,17.573184967041016
0.047000000000000035,0.06791227781494948,17.570741653442383
0.048000000000000036,0.06791187117519448,17.602195739746094
0.04900000000000004,0.06791147243746554,17.60723876953125
0.05000000000000004,0.06791108245480476,17.606761932373047
0.05100000000000004,0.06791070209725503,17.60540771484375
0.05200000000000004,0.0679103322497674,17.60393524169922
0.05300000000000004,0.06790997381188522,17.602508544921875
0.05400000000000004,0.0679096276976281,17.601085662841797
0.05500000000000004,0.06790929483539572,17.599681854248047
0.05600000000000004,0.06790460071648154,17.598270416259766
0.8230000000000006,0.06283340666027885,2.5148839950561523
0.8240000000000006,0.06284740889075566,2.521679401397705
0.8250000000000006,0.0628609550945165,2.5285933017730713
0.8260000000000006,0.06287404507997865,2.5353829860687256
0.8270000000000006,0.06288667869320357,2.54205322265625
0.8280000000000006,0.06289885581431762,2.5486488342285156
0.8290000000000006,0.06291057635384037,2.555239200592041
0.8300000000000006,0.06292184024913444,2.5623583793640137
0.8310000000000006,0.06293264746100606,2.5692882537841797
0.8320000000000006,0.0629429979704517,2.5760979652404785
0.8330000000000006,0.06295289177554564,2.58258056640625
0.8340000000000006,0.0629623288884644,2.5885539054870605
0.8350000000000006,0.06297130933263896,2.5942697525024414
0.8360000000000006,0.06297983314003716,2.599393606185913
0.8370000000000006,0.06298790034856239,2.6043007373809814
0.8380000000000006,0.06299551099957099,2.609527826309204
0.8390000000000006,0.06300266513549897,2.614715099334717
0.8400000000000006,0.06300936279759888,2.620102882385254
0.8410000000000006,0.06301560402377747,2.6254570484161377
0.8420000000000006,0.0630213888465328,2.630791664123535
0.8430000000000006,0.06302671729098773,2.6360106468200684
0.8440000000000006,0.06303158444967918,2.641010284423828
0.8450000000000006,0.06303595659514057,2.645738124847412
0.8460000000000006,0.063039828328777,2.6500120162963867
0.8470000000000006,0.06304320079949419,2.654189109802246
0.8480000000000006,0.06304607509842163,2.6582534313201904
0.8490000000000006,0.06304845225850263,2.6621787548065186
0.8500000000000006,0.06305033325411757,2.6660938262939453
0.8510000000000006,0.06305171900074165,2.670095920562744
0.8520000000000006,0.06305261035463185,2.674221992492676
0.8530000000000006,0.06305300811254805,2.678396463394165
0.8540000000000006,0.06305291301150102,2.682765483856201
0.8550000000000006,0.0630523257285304,2.6872990131378174
0.8560000000000006,0.06305124688050924,2.6917741298675537
0.8570000000000007,0.06304967702397521,2.6961452960968018
0.8580000000000007,0.0630476166549868,2.700345039367676
0.8590000000000007,0.06304506620900427,2.7045059204101562
0.8600000000000007,0.06304202606079227,2.708635091781616
0.8610000000000007,0.06303849652434708,2.712667465209961
0.8620000000000007,0.06303447785284245,2.71663236618042
0.8630000000000007,0.06302997023859867,2.720659017562866
0.8640000000000007,0.06302497381306894,2.7245841026306152
0.8650000000000007,0.063019488646845,2.728407859802246
0.8660000000000007,0.06301351474968046,2.732024669647217
0.8670000000000007,0.06300705207053305,2.7354769706726074
0.8680000000000007,0.06300010049761856,2.738831043243408
0.8690000000000007,0.06299265985848647,2.742213726043701
0.8700000000000007,0.06298472992010454,2.7457923889160156
0.8710000000000007,0.06297631038896098,2.7493090629577637
0.8720000000000007,0.06296740091117907,2.7527284622192383
0.8730000000000007,0.06295800107264417,2.756758213043213
0.8740000000000007,0.06294811039914279,2.760700225830078
0.8750000000000007,0.06293772835651412,2.764477252960205
0.8760000000000007,0.06292685435081054,2.7681021690368652
0.8770000000000007,0.0629154877284715,2.7715978622436523
0.8780000000000007,0.06290362777650295,2.7749524116516113
0.8790000000000007,0.06289127372267073,2.778263568878174
0.8800000000000007,0.06287842473569827,2.781432867050171
0.8810000000000007,0.06286507992547596,2.7846717834472656
0.8820000000000007,0.06285123834327587,2.7874035835266113
0.8830000000000007,0.0628368989819758,2.7891950607299805
0.8840000000000007,0.06282206077628738,2.7906312942504883
0.8850000000000007,0.06280672260299476,2.792121410369873
0.8860000000000007,0.06279088328119466,2.7934579849243164
0.8870000000000007,0.06277454157254526,2.795583724975586
0.8880000000000007,0.06275822849651151,2.7977728843688965
0.8890000000000007,0.06274044933726483,2.7990970611572266
0.8900000000000007,0.06272143180438008,2.800215005874634
0.8910000000000007,0.06270166387715632,2.8021154403686523
0.8920000000000007,0.06268138068795652,2.8047587871551514
0.8930000000000007,0.06266058018302745,2.8071110248565674
0.8940000000000007,0.06263926025081931,2.808907985687256
0.8950000000000007,0.06261741872207681,2.810408353805542
0.8960000000000007,0.06259505336993347,2.8114490509033203
0.8970000000000007,0.06257216191000793,2.812262773513794
0.8980000000000007,0.06254874200050091,2.812906503677368
0.8990000000000007,0.0625247912422937,2.813234567642212
0.9000000000000007,0.06250030717904723,2.813246488571167
0.9010000000000007,0.062475287297301785,2.8130626678466797
0.9020000000000007,0.06244972902657636,2.8126935958862305
0.9030000000000007,0.06242362973946927,2.8121659755706787
0.9040000000000007,0.06239698675175587,2.811227321624756
0.9050000000000007,0.062369797322487375,2.809659481048584
0.9060000000000007,0.06234205865408721,2.808065176010132
0.9070000000000007,0.06231376789244819,2.806152820587158
0.9080000000000007,0.06228492212702483,2.804041862487793
0.9090000000000007,0.06225551839092594,2.801696300506592
0.9100000000000007,0.06222555366100449,2.7995336055755615
0.9110000000000007,0.062195024857944314,2.797924757003784
0.9120000000000007,0.06216392884634438,2.7954232692718506
0.9130000000000007,0.06213226243480009,2.792508125305176
0.9140000000000007,0.06210002237598104,2.7893905639648438
0.9150000000000007,0.06206720536670425,2.7868051528930664
0.9160000000000007,0.06203380804800594,2.7834744453430176
0.9170000000000007,0.061999827005205746,2.78049898147583
0.9180000000000007,0.061965258767968115,2.7777323722839355
0.9190000000000007,0.061930099810360684,2.7743239402770996
0.9200000000000007,0.06189434655090319,2.7705678939819336
0.9210000000000007,0.06185799535261595,2.7667548656463623
0.9220000000000007,0.061821042523058756,2.7626006603240967
0.9230000000000007,0.061783484314366394,2.7580301761627197
0.9240000000000007,0.06174531692327777,2.7533798217773438
0.9250000000000007,0.061706536491155636,2.7492878437042236
0.9260000000000007,0.061667139104004495,2.7441916465759277
0.9270000000000007,0.06162712079247734,2.737919807434082
0.9280000000000007,0.06158647753187685,2.7310314178466797
0.9290000000000007,0.06154520524214907,2.724268913269043
0.9300000000000007,0.061503299787867394,2.7173919677734375
0.9310000000000007,0.061460756978211795,2.7102251052856445
0.9320000000000007,0.061417572566934864,2.7028346061706543
0.9330000000000007,0.06137374225232348,2.695113182067871
0.9340000000000007,0.06132926167714703,2.6865947246551514
0.9350000000000007,0.06128412642860065,2.6773946285247803
0.9360000000000007,0.06123833203823385,2.667386054992676
0.9370000000000007,0.06119187398187234,2.6574385166168213
0.9380000000000007,0.06114474767952775,2.648202896118164
0.9390000000000007,0.06109694849529615,2.639040231704712
0.9400000000000007,0.06104847173724699,2.6295323371887207
0.9410000000000007,0.06099931265729701,2.619905471801758
0.9420000000000007,0.060949466451076226,2.6101016998291016
0.9430000000000007,0.06089892825777697,2.597393035888672
0.9440000000000007,0.060847693159993874,2.5878028869628906
0.9450000000000007,0.060795756183547794,2.5791211128234863
0.9460000000000007,0.06074311229729633,2.5708186626434326
0.9470000000000007,0.060689756412931714,2.562671661376953
0.9480000000000007,0.0606356833847613,2.5523505210876465
0.9490000000000007,0.060580888009476114,2.540900230407715
0.9500000000000007,0.06052536502589863,2.527228355407715
0.9510000000000007,0.060469109114720934,2.513123035430908
1.6039999999999341,0.015149859686494497,2.505554676055908
1.604999999999934,0.015214324430565066,2.5162549018859863
1.605999999999934,0.015273711794223615,2.526785373687744
1.6069999999999338,0.015328101341787212,2.5369629859924316
1.6079999999999337,0.015377570363263602,2.546288013458252
1.6089999999999336,0.015422193762709145,2.554999828338623
1.6099999999999335,0.015462044105770867,2.563286304473877
1.6109999999999334,0.015497191686567735,2.5711185932159424
1.6119999999999333,0.015527704595476073,2.578458547592163
1.6129999999999332,0.015553648785406078,2.5851433277130127
1.613999999999933,0.015575088136292077,2.5912084579467773
1.614999999999933,0.015592084517781895,2.5966708660125732
1.6159999999999328,0.015604697850158356,2.601830244064331
1.6169999999999327,0.015612986163530377,2.6069493293762207
1.6179999999999326,0.015617005655333442,2.611461639404297
1.6189999999999325,0.015616811566328046,2.6155428886413574
1.6199999999999324,0.015612584871619763,2.6191062927246094
1.6209999999999323,0.015604451512186335,2.6222400665283203
1.6219999999999322,0.01559243616719526,2.624995708465576
1.622999999999932,0.015576562869769066,2.627293586730957
1.623999999999932,0.015556855051390676,2.6293587684631348
1.6249999999999318,0.015533335586046639,2.631122589111328
1.6259999999999317,0.015506026834132802,2.632439136505127
1.6269999999999316,0.015474950686173017,2.633568286895752
1.6279999999999315,0.01544012860639865,2.634432315826416
1.6289999999999314,0.01540158167624934,2.634880542755127
1.6299999999999313,0.015359368121456869,2.634809732437134
1.6309999999999312,0.015313909566575483,2.6343812942504883
1.631999999999931,0.01526530818449588,2.6335949897766113
1.632999999999931,0.015213550977378866,2.632148265838623
1.6339999999999308,0.015158625578203131,2.6303014755249023
1.6349999999999307,0.015100520277435506,2.628024101257324
1.6359999999999306,0.015039224050544408,2.62520170211792
1.6369999999999305,0.014974726586509049,2.6219255924224854
1.6379999999999304,0.014907018317463905,2.6183366775512695
1.6389999999999303,0.01483609044966455,2.6143579483032227
1.6399999999999302,0.014761934995950151,2.6099905967712402
1.64099999999993,0.014684546893669945,2.6051130294799805
1.64199999999993,0.014603923900589342,2.600065231323242
1.6429999999999298,0.014520064689033241,2.594632625579834
1.6439999999999297,0.014432968959033328,2.5888419151306152
1.6449999999999296,0.014342637487395215,2.582777500152588
1.6459999999999295,0.014249072170920253,2.576321601867676
1.6469999999999294,0.014152276071814731,2.5693557262420654
1.6479999999999293,0.014052253466656407,2.5620031356811523
1.6489999999999292,0.013949009899448537,2.554419755935669
1.649999999999929,0.01384255223919577,2.546541929244995
1.650999999999929,0.01373288874247885,2.5383036136627197
1.6519999999999289,0.013620029121535121,2.5295631885528564
1.6529999999999287,0.013503984618421463,2.5203940868377686
1.6539999999999286,0.01338476808587785,2.5108704566955566
1.6549999999999285,0.013262394075599884,2.500845432281494
1.696999999999924,0.009872328097141557,2.5009655952453613
1.7009999999999235,0.009660143831308964,2.501681089401245
1.7039999999999231,0.009494664212826446,2.500009059906006
1.7089999999999226,0.009217509582722517,2.500988483428955
1.713999999999922,0.008940932739502007,2.5016865730285645
1.7179999999999216,0.008716708303143358,2.5004701614379883
1.723999999999921,0.008384212153469935,2.5004405975341797
1.73199999999992,0.007961031133982704,2.5006790161132812
1.7389999999999193,0.007604559754700766,2.5011353492736816
1.7449999999999186,0.007303566837518099,2.5008809566497803
1.750999999999918,0.007004932359655741,2.500293016433716
1.7579999999999172,0.006663747714376389,2.5012145042419434
1.7639999999999165,0.006375522521968427,2.5013294219970703
1.768999999999916,0.006133507942409402,2.5002198219299316
1.7749999999999153,0.005843716820003748,2.500763177871704
1.7799999999999148,0.005601236644404644,2.5000624656677246
1.785999999999914,0.00531169061523689,2.5007004737854004
1.7919999999999134,0.0050256889206151826,2.5005943775177
1.7979999999999128,0.0047432474409500715,2.5006868839263916
1.8039999999999121,0.004469283010938608,2.501224994659424
1.8089999999999116,0.004247308055614093,2.500462532043457
1.814999999999911,0.003992394455080483,2.5015931129455566
1.8199999999999104,0.0037886327775427725,2.5012500286102295
1.8249999999999098,0.003587447523195437,2.500405788421631
1.8309999999999091,0.0033474933511147493,2.5012476444244385
1.8359999999999086,0.003146785122081142,2.5008676052093506
1.840999999999908,0.002943722305110051,2.5003795623779297
